CAGDP1 County gross domestic product (GDP) summary
CAGDP1 County gross domestic product (GDP) summary
County
GeoFIPS,GeoName,2022,2023,2024
16045,"Gem, ID",467464,489892,520667
16047,"Gooding, ID",1141298,1042791,1309652
16049,"Idaho, ID",474678,493488,505189
16051,"Jefferson, ID",1036041,1047197,1040502
16053,"Jerome, ID",1310125,1307530,1485692
16055,"Kootenai, ID",7986847,8403039,8769037
16057,"Latah, ID",1607491,1647193,1644179
16059,"Lemhi, ID",284204,317050,418470
16061,"Lewis, ID",171119,172918,165784
16063,"Lincoln, ID",258440,241539,297383
16065,"Madison, ID",1539367,1561938,1568057
16067,"Minidoka, ID",992677,1056670,971341
16069,"Nez Perce, ID",2202681,2283644,2281553
16071,"Oneida, ID",138287,160953,148729
16073,"Owyhee, ID",412207,422413,511498
16075,"Payette, ID",871249,917190,983105
16077,"Power, ID",468171,530225,436623
16079,"Shoshone, ID",595866,683578,689461
16081,"Teton, ID",476275,498073,500752
16083,"Twin Falls, ID",4373223,4336887,4580587
16085,"Valley, ID",578078,620772,654941
16087,"Washington, ID",458146,512323,518092
17001,"Adams, IL",3568532,3574889,3602228
17003,"Alexander, IL",132517,142138,201779
17005,"Bond, IL",589501,583226,587691
17007,"Boone, IL",1686320,1583203,1628500
17009,"Brown, IL",436230,430273,438664
17011,"Bureau, IL",1232481,1203873,1173234
17013,"Calhoun, IL",95499,91603,96837
17015,"Carroll, IL",582948,567620,563678
17017,"Cass, IL",679599,701852,688259
17019,"Champaign, IL",11646384,12003284,12169367
17021,"Christian, IL",1528038,1456738,1431037
17023,"Clark, IL",527154,531223,554167
17025,"Clay, IL",602729,619247,598642
17027,"Clinton, IL",1128768,1093371,1170707
17029,"Coles, IL",2594126,2670733,2751881
17031,"Cook, IL",420680170,427072176,432556656
17033,"Crawford, IL",1055573,1137670,1264803
17035,"Cumberland, IL",817581,973769,1373863
17037,"DeKalb, IL",4220572,4284262,4287257
17039,"De Witt, IL",1241323,1218900,1226225
17041,"Douglas, IL",1135088,1051568,1070002
17043,"DuPage, IL",98658453,101209271,101729561
17045,"Edgar, IL",903078,863053,847431
17047,"Edwards, IL",291105,295298,280834
17049,"Effingham, IL",2200237,2254165,2333624
17051,"Fayette, IL",579917,596308,579373
17053,"Ford, IL",803806,789847,833921
17055,"Franklin, IL",951222,978183,1013965
17057,"Fulton, IL",854525,848955,857770
17059,"Gallatin, IL",149754,153548,134812
17061,"Greene, IL",329727,318513,319485
17063,"Grundy, IL",4097428,4476187,4741684
17065,"Hamilton, IL",312436,342481,340967
17067,"Hancock, IL",599166,589992,618252
17069,"Hardin, IL",94972,96189,93838
17071,"Henderson, IL",183215,174194,164956
17073,"Henry, IL",1542322,1518923,1548081
17075,"Iroquois, IL",1030409,1018755,1049279
17077,"Jackson, IL",2595387,2620845,2600977
17079,"Jasper, IL",487582,467300,483563
17081,"Jefferson, IL",1794716,1774719,1796801
17083,"Jersey, IL",524035,514983,508548
17085,"Jo Daviess, IL",841641,844768,860924
17087,"Johnson, IL",228003,238692,249121
17089,"Kane, IL",27886810,28084558,28613180
17091,"Kankakee, IL",6529467,6537056,6807457
17093,"Kendall, IL",3785452,4011114,4062578
17095,"Knox, IL",1749049,1784937,1851369
17097,"Lake, IL",63608569,64196978,65290037
17099,"LaSalle, IL",5845654,5859677,5826912
17101,"Lawrence, IL",519418,527980,547354
17103,"Lee, IL",1573500,1614638,1663230
17105,"Livingston, IL",2153655,2140782,2264241
17107,"Logan, IL",1067947,1054424,1033878
17109,"McDonough, IL",1098490,1075641,1084829
17111,"McHenry, IL",11842228,11878060,12112910
17113,"McLean, IL",13026839,13191310,13442187
17115,"Macon, IL",6856620,6992962,7025649
17117,"Macoupin, IL",1160475,1132174,1131376
17119,"Madison, IL",11739444,11951891,12941382
17121,"Marion, IL",1326202,1367555,1369011
17123,"Marshall, IL",439849,452696,527715
17125,"Mason, IL",454090,450056,469574
17127,"Massac, IL",582649,370508,373631
17129,"Menard, IL",251865,261363,267644
17131,"Mercer, IL",431751,404030,431910
17133,"Monroe, IL",992254,1003330,1034708
17135,"Montgomery, IL",1171584,1185421,1466948
17137,"Morgan, IL",1506354,1513782,1513012
17139,"Moultrie, IL",793017,723626,725796
17141,"Ogle, IL",2906194,2956350,2941741
17143,"Peoria, IL",13187992,13016028,13265891
17145,"Perry, IL",615242,640245,638660
17147,"Piatt, IL",511465,514509,533678
17149,"Pike, IL",567631,544836,610573
17151,"Pope, IL",58518,65414,65230
17153,"Pulaski, IL",152825,154993,167158
17155,"Putnam, IL",288763,304908,316741
17157,"Randolph, IL",1477016,1539099,1558102
17159,"Richland, IL",585581,572452,623975
17161,"Rock Island, IL",9999082,9871029,9877640
17163,"St. Clair, IL",12327107,12560403,12699001
17165,"Saline, IL",783424,833643,878604
17167,"Sangamon, IL",11791418,11834983,12294172
17169,"Schuyler, IL",234365,227819,251597
17171,"Scott, IL",154285,145581,152418
17173,"Shelby, IL",774428,825025,841283
17175,"Stark, IL",253512,252846,252584
17177,"Stephenson, IL",1850189,1831779,1899601
17179,"Tazewell, IL",5955391,5712245,5843142
17181,"Union, IL",390522,399782,404824
17183,"Vermilion, IL",3259279,3238845,3227952
17185,"Wabash, IL",325550,336873,340161
17187,"Warren, IL",838635,839164,834486
17189,"Washington, IL",1067746,1080275,1034476
17191,"Wayne, IL",470834,472989,508557
17193,"White, IL",485286,538171,556113
17195,"Whiteside, IL",2150219,2145760,2201978
17197,"Will, IL",36560449,37307092,38147264
17199,"Williamson, IL",2990557,3087917,3159218
17201,"Winnebago, IL",14166779,14284460,14429372
17203,"Woodford, IL",1240267,1251095,1302187
18001,"Adams, IN",1827702,1799878,1845806
18003,"Allen, IN",22280803,22393127,22994824
18005,"Bartholomew, IN",6692863,6864541,7129869
18007,"Benton, IN",487038,505994,461580
18009,"Blackford, IN",332414,336938,315895
18011,"Boone, IN",4209508,4589488,4789931
18013,"Brown, IN",301725,326328,341539
18015,"Carroll, IN",718255,733337,727723
18017,"Cass, IN",1498783,1499382,1509419
18019,"Clark, IN",5833043,5998711,6468235
18021,"Clay, IN",847573,847607,853391
18023,"Clinton, IN",1539568,1562538,1574924
18025,"Crawford, IN",190441,194925,185903
18027,"Daviess, IN",1513982,1573452,1724933
18029,"Dearborn, IN",1780998,1856087,1863099
18031,"Decatur, IN",1645266,1638101,1634756
18033,"DeKalb, IN",2735708,2740123,2722939
18035,"Delaware, IN",4267409,4255288,4278280
18037,"Dubois, IN",2849947,2780959,2933125
18039,"Elkhart, IN",19835710,17753329,17756181
18041,"Fayette, IN",548049,546715,551866
18043,"Floyd, IN",3108683,3186064,3300680
18045,"Fountain, IN",539553,550272,521190
18047,"Franklin, IN",518932,534767,568025
18049,"Fulton, IN",677438,706772,688981
18051,"Gibson, IN",3873074,3764885,3881584
18053,"Grant, IN",2518904,2516977,2529334
18055,"Greene, IN",640411,670297,697808
18057,"Hamilton, IN",22806071,23612902,24904099
18059,"Hancock, IN",3628360,3711675,3776322
18061,"Harrison, IN",1210757,1249215,1302071
18063,"Hendricks, IN",7533976,7559104,7827655
18065,"Henry, IN",1519414,1525277,1534673
18067,"Howard, IN",4794133,4985279,4917232
18069,"Huntington, IN",1579719,1588951,1603300
18071,"Jackson, IN",2811906,2745176,2887574
18073,"Jasper, IN",1454460,1414035,1476887
18075,"Jay, IN",1098895,1069688,1213384
18077,"Jefferson, IN",1694827,1690315,1705311
18079,"Jennings, IN",717313,732759,753840
18081,"Johnson, IN",5764368,5812007,5928628
18083,"Knox, IN",1927886,1980662,1906533
18085,"Kosciusko, IN",6064021,6212582,6266382
18087,"Lagrange, IN",2033395,1915612,2034126
18089,"Lake, IN",22490707,23710517,24764214
18091,"LaPorte, IN",4132703,4402002,4460626
18093,"Lawrence, IN",1412787,1443252,1475759
18095,"Madison, IN",4065029,4122198,4261893
18097,"Marion, IN",102922640,105472613,108739716
18099,"Marshall, IN",1679757,1743227,1786933
18101,"Martin, IN",1227026,1196868,1273938
18103,"Miami, IN",908881,933930,969117
18105,"Monroe, IN",7141858,7270176,7418848
18107,"Montgomery, IN",1767342,1803028,1784440
18109,"Morgan, IN",1925761,2011036,2372866
18111,"Newton, IN",372735,353645,364171
18113,"Noble, IN",2051383,2032676,2033247
18115,"Ohio, IN",111438,96329,95188
18117,"Orange, IN",690877,685904,737679
18119,"Owen, IN",595487,606056,604608
18121,"Parke, IN",389418,408045,393775
18123,"Perry, IN",828684,873956,905330
18125,"Pike, IN",696251,563336,521332
18127,"Porter, IN",7644512,7912686,8129211
18129,"Posey, IN",3777655,4037034,4640068
18131,"Pulaski, IN",673181,704537,716989
18133,"Putnam, IN",1084638,1111747,1109620
18135,"Randolph, IN",934434,950529,953954
18137,"Ripley, IN",1147268,1116799,1129053
18139,"Rush, IN",592921,629743,615238
18141,"St. Joseph, IN",14751547,15118595,15366920
18143,"Scott, IN",734740,736827,754486
18145,"Shelby, IN",2079174,2241314,2204075
18147,"Spencer, IN",966144,906471,1029345
18149,"Starke, IN",511584,530520,548450
18151,"Steuben, IN",1535218,1514885,1506883
18153,"Sullivan, IN",965502,967220,869724
18155,"Switzerland, IN",242237,253502,242712
18157,"Tippecanoe, IN",10477426,10852704,11168640
18159,"Tipton, IN",662667,615725,591882
18161,"Union, IN",143517,145809,155003
18163,"Vanderburgh, IN",11638900,11889845,12156623
18165,"Vermillion, IN",895930,916539,885465
18167,"Vigo, IN",4867677,5003407,5180949
18169,"Wabash, IN",1273479,1294924,1303003
18171,"Warren, IN",285495,283200,270995
18173,"Warrick, IN",2442544,2608385,2631586
18175,"Washington, IN",723275,722447,780904
18177,"Wayne, IN",2886279,2950077,2982990
18179,"Wells, IN",1174073,1180853,1199264
18181,"White, IN",1154238,1160584,1146256
18183,"Whitley, IN",1839128,1930981,1937632
19001,"Adair, IA",500615,471688,493562
19003,"Adams, IA",210077,203523,198660
19005,"Allamakee, IA",579016,542899,581652
19007,"Appanoose, IA",403479,385741,382833
19009,"Audubon, IA",329550,329951,350679
19011,"Benton, IA",861859,845949,850412
19013,"Black Hawk, IA",7908976,7778364,7574396
19015,"Boone, IA",1050545,1063912,993019
19017,"Bremer, IA",1242031,1211668,1219738
19019,"Buchanan, IA",814725,813337,827056
19021,"Buena Vista, IA",1464077,1438690,1545409
19023,"Butler, IA",547292,562531,515993
19025,"Calhoun, IA",441673,415119,416525
19027,"Carroll, IA",1382448,1351948,1396164
19029,"Cass, IA",700778,724350,743875
19031,"Cedar, IA",665355,620598,606436
19033,"Cerro Gordo, IA",2673163,2833058,2890284
19035,"Cherokee, IA",787059,782684,843091
19037,"Chickasaw, IA",776695,803433,850368
19039,"Clarke, IA",483308,461356,500842
19041,"Clay, IA",1091028,1098874,1179968
19043,"Clayton, IA",870301,849453,870450
19045,"Clinton, IA",2324697,2268439,2284327
19047,"Crawford, IA",809701,834553,859893
19049,"Dallas, IA",7784145,8239465,8550013
19051,"Davis, IA",307240,298564,306801
19053,"Decatur, IA",235344,214533,216787
19055,"Delaware, IA",944578,922127,958351
19057,"Des Moines, IA",2147644,2143986,2221427
19059,"Dickinson, IA",1087003,1094202,1179189
19061,"Dubuque, IA",6896541,6885958,6926276
19063,"Emmet, IA",400102,351251,392589
19065,"Fayette, IA",776930,761638,800463
19067,"Floyd, IA",869677,870872,917123
19069,"Franklin, IA",643923,596033,594529
19071,"Fremont, IA",319130,322643,291869
19073,"Greene, IA",549603,512549,540406
19075,"Grundy, IA",582188,558101,539210
19077,"Guthrie, IA",519363,514512,567734
19079,"Hamilton, IA",849839,804131,854305
19081,"Hancock, IA",1004202,940844,984747
19083,"Hardin, IA",952018,853203,863495
19085,"Harrison, IA",533987,536677,508106
19087,"Henry, IA",943226,885289,864153
19089,"Howard, IA",543801,549370,570430
19091,"Humboldt, IA",451140,446614,449116
19093,"Ida, IA",577720,557191,551885
19095,"Iowa, IA",979313,917486,907656
19097,"Jackson, IA",662916,654731,682179
19099,"Jasper, IA",1167752,1143588,1137849
19101,"Jefferson, IA",763884,739767,709844
19103,"Johnson, IA",9608045,9723176,9887747
19105,"Jones, IA",650949,648697,631420
19107,"Keokuk, IA",345464,327567,326816
19109,"Kossuth, IA",1040619,1006596,1066606
19111,"Lee, IA",1752087,1739653,1749234
19113,"Linn, IA",17591539,17360484,17575215
19115,"Louisa, IA",752012,758281,728908
19117,"Lucas, IA",295221,267567,265780
19119,"Lyon, IA",980110,916631,1110011
19121,"Madison, IA",489559,521445,509936
19123,"Mahaska, IA",899793,854821,873915
19125,"Marion, IA",2048705,2136959,2078419
19127,"Marshall, IA",1789575,1750980,1739482
19129,"Mills, IA",516569,494669,486633
19131,"Mitchell, IA",722686,782404,765437
19133,"Monona, IA",341718,367640,344000
19135,"Monroe, IA",492773,491492,485114
19137,"Montgomery, IA",446958,429233,419234
19139,"Muscatine, IA",2593837,2518379,2577854
19141,"O'Brien, IA",922145,872063,956767
19143,"Osceola, IA",427468,375828,467536
19145,"Page, IA",626396,625686,615018
19147,"Palo Alto, IA",608875,544858,617067
19149,"Plymouth, IA",1613345,1557347,1561144
19151,"Pocahontas, IA",532938,478476,476013
19153,"Polk, IA",49240656,48962248,50518845
19155,"Pottawattamie, IA",4474506,4610420,4836746
19157,"Poweshiek, IA",1265309,1206191,1279070
19159,"Ringgold, IA",169682,157905,174755
19161,"Sac, IA",581234,554022,605476
19163,"Scott, IA",9974532,10270984,10565169
19165,"Shelby, IA",791813,816330,810198
19167,"Sioux, IA",2665245,2546037,3014989
19169,"Story, IA",5871713,5908358,6136665
19171,"Tama, IA",690818,668286,636320
19173,"Taylor, IA",283916,273828,279166
19175,"Union, IA",793251,769095,805377
19177,"Van Buren, IA",249611,218338,213355
19179,"Wapello, IA",1748943,1691547,1648497
19181,"Warren, IA",1414606,1397186,1429806
19183,"Washington, IA",1356533,1257378,1412399
19185,"Wayne, IA",249040,235276,230960
19187,"Webster, IA",2121297,2093993,2119925
19189,"Winnebago, IA",530668,492037,532596
19191,"Winneshiek, IA",1011967,1010914,1026441
19193,"Woodbury, IA",5349084,5424174,5432371
19195,"Worth, IA",358636,367368,357509
19197,"Wright, IA",873877,832242,989859
20001,"Allen, KS",555178,561186,547637
20003,"Anderson, KS",350766,375929,385679
20005,"Atchison, KS",609009,625065,648222
20007,"Barber, KS",185555,206805,182334
20009,"Barton, KS",1194836,1274681,1282207
20011,"Bourbon, KS",579689,589359,569368
20013,"Brown, KS",519115,507511,505439
20015,"Butler, KS",2630892,2790534,2923277
20017,"Chase, KS",122011,125570,110832
20019,"Chautauqua, KS",66034,80988,71366
20021,"Cherokee, KS",903946,816438,834849
20023,"Cheyenne, KS",133325,130364,127268
20025,"Clark, KS",203129,223253,222143
20027,"Clay, KS",252215,270640,261665
20029,"Cloud, KS",395704,438552,400795
20031,"Coffey, KS",682780,755911,715230
20033,"Comanche, KS",50524,71088,56284
20035,"Cowley, KS",1307949,1319561,1284209
20037,"Crawford, KS",1664498,1679055,1634395
20039,"Decatur, KS",189863,160132,167864
20041,"Dickinson, KS",643146,655948,633380
20043,"Doniphan, KS",249033,247568,260913
20045,"Douglas, KS",5225472,5324517,5496976
20047,"Edwards, KS",138835,161984,175910
20049,"Elk, KS",73210,88555,79957
20051,"Ellis, KS",1641196,1744405,1650991
20053,"Ellsworth, KS",260265,281755,239091
20055,"Finney, KS",2295120,2357072,2403822
20057,"Ford, KS",2621731,2618538,2550024
20059,"Franklin, KS",860676,866831,855043
20061,"Geary, KS",2961900,2900851,2919500
20063,"Gove, KS",217157,242888,221553
20065,"Graham, KS",138087,173710,144538
20067,"Grant, KS",359008,385580,504917
20069,"Gray, KS",559830,641561,757759
20071,"Greeley, KS",157683,130542,210047
20073,"Greenwood, KS",138463,181165,167793
20075,"Hamilton, KS",168119,206933,321817
20077,"Harper, KS",275728,296533,326597
20079,"Harvey, KS",1306484,1342136,1314379
20081,"Haskell, KS",264944,368389,412029
20083,"Hodgeman, KS",100368,135939,154937
20085,"Jackson, KS",314379,340780,336935
20087,"Jefferson, KS",376310,371391,361481
20089,"Jewell, KS",75319,132356,105872
20091,"Johnson, KS",56310674,54062956,54055349
20093,"Kearny, KS",177959,207395,193851
20095,"Kingman, KS",285651,312429,253966
20097,"Kiowa, KS",104895,111653,101298
20099,"Labette, KS",815513,802620,810055
20101,"Lane, KS",118874,148570,137471
20103,"Leavenworth, KS",2928629,2984409,3120908
20105,"Lincoln, KS",112546,146252,112542
20107,"Linn, KS",484495,510224,439312
20109,"Logan, KS",164427,161726,167722
20111,"Lyon, KS",1514323,1603033,1552118
20113,"McPherson, KS",1938876,2015532,2078239
20115,"Marion, KS",365555,417942,403204
20117,"Marshall, KS",561308,559981,546044
20119,"Meade, KS",181252,205017,238192
20121,"Miami, KS",1010544,1037943,1086771
20123,"Mitchell, KS",448336,518129,468450
20125,"Montgomery, KS",2072527,2143349,2305369
20127,"Morris, KS",179331,207835,183568
20129,"Morton, KS",119547,150586,168025
20131,"Nemaha, KS",496428,500177,490245
20133,"Neosho, KS",573847,612119,600921
20135,"Ness, KS",179882,216138,182140
20137,"Norton, KS",273004,301208,275898
20139,"Osage, KS",291408,314556,308377
20141,"Osborne, KS",148844,192046,139860
20143,"Ottawa, KS",119308,133459,107738
20145,"Pawnee, KS",239248,270551,266772
20147,"Phillips, KS",383732,430720,456444
20149,"Pottawatomie, KS",1299860,1176737,1176120
20151,"Pratt, KS",548772,579066,581524
20153,"Rawlins, KS",190989,120750,128661
20155,"Reno, KS",2543232,2627019,2638151
20157,"Republic, KS",158728,244250,291215
20159,"Rice, KS",664539,710983,738363
20161,"Riley, KS",2843485,2926812,2953476
20163,"Rooks, KS",162407,215887,180317
20165,"Rush, KS",126938,161789,150428
20167,"Russell, KS",254945,307656,277818
20169,"Saline, KS",2931250,2929745,2962118
20171,"Scott, KS",330276,373172,430339
20173,"Sedgwick, KS",31791830,32860372,33351338
20175,"Seward, KS",1311622,1326803,1352889
20177,"Shawnee, KS",10925253,11353984,11434085
20179,"Sheridan, KS",147432,172523,166697
20181,"Sherman, KS",324025,317727,300943
20183,"Smith, KS",151510,187238,159083
20185,"Stafford, KS",144538,196962,222260
20187,"Stanton, KS",189317,179294,172433
20189,"Stevens, KS",291230,341812,380976
20191,"Sumner, KS",709754,727079,671445
20193,"Thomas, KS",698365,717230,712429
20195,"Trego, KS",153490,176017,141923
20197,"Wabaunsee, KS",129639,142440,131655
20199,"Wallace, KS",102290,81026,102254
20201,"Washington, KS",174042,207963,213359
20203,"Wichita, KS",191502,233799,266361
20205,"Wilson, KS",312348,318072,296719
20207,"Woodson, KS",66048,83789,73623
20209,"Wyandotte, KS",11585775,11812791,12130713
21001,"Adair, KY",395045,420635,434091
21003,"Allen, KY",510534,475124,481886
21005,"Anderson, KY",577769,613627,637832
21007,"Ballard, KY",243726,266912,273817
21009,"Barren, KY",1402133,1408448,1452509
21011,"Bath, KY",204128,202243,200665
21013,"Bell, KY",731408,774742,774733
21015,"Boone, KY",12415541,12448247,12373703
21017,"Bourbon, KY",895931,933305,1032162
21019,"Boyd, KY",2604580,2801875,2927963
21021,"Boyle, KY",1297149,1332560,1364960
21023,"Bracken, KY",166239,164679,162811
21025,"Breathitt, KY",220758,226488,239425
21027,"Breckinridge, KY",390970,392415,402468
21029,"Bullitt, KY",2829369,2744857,2825245
21031,"Butler, KY",297106,312837,323472
21033,"Caldwell, KY",431393,435418,430113
21035,"Calloway, KY",1406427,1439138,1463124
21037,"Campbell, KY",3636441,3831910,3935227
21039,"Carlisle, KY",174638,203531,198271
21041,"Carroll, KY",1862005,1767797,1764934
21043,"Carter, KY",499973,512630,515336
21045,"Casey, KY",335057,355533,357135
21047,"Christian, KY",6096262,6216465,6145169
21049,"Clark, KY",1549478,1531482,1594843
21051,"Clay, KY",345779,350225,350848
21053,"Clinton, KY",348012,339744,367673
21055,"Crittenden, KY",179147,192699,186723
21057,"Cumberland, KY",169993,189651,199342
21059,"Daviess, KY",4586336,4710900,4757569
21061,"Edmonson, KY",186885,183977,188506
21063,"Elliott, KY",77665,86266,85037
21065,"Estill, KY",222920,228220,226771
21067,"Fayette, KY",21481896,22271179,22665840
21069,"Fleming, KY",330988,314912,328521
21071,"Floyd, KY",1079186,1109078,1127767
21073,"Franklin, KY",3329307,3502255,3632709
21075,"Fulton, KY",208036,225461,213705
21077,"Gallatin, KY",353139,385841,403477
21079,"Garrard, KY",276757,302719,324346
21081,"Grant, KY",569723,587844,619705
21083,"Graves, KY",1319429,1309485,1358319
21085,"Grayson, KY",730805,740361,744965
21087,"Green, KY",169222,173468,178666
21089,"Greenup, KY",760647,811559,841876
21091,"Hancock, KY",826926,841618,862798
21093,"Hardin, KY",5672771,5805898,5790375
21095,"Harlan, KY",546046,584441,583773
21097,"Harrison, KY",523891,533058,553682
21099,"Hart, KY",591856,603818,630211
21101,"Henderson, KY",2054510,2225436,2275648
21103,"Henry, KY",324277,350901,382797
21105,"Hickman, KY",182951,191625,211443
21107,"Hopkins, KY",1857427,1987423,2018299
21109,"Jackson, KY",157832,163318,161618
21111,"Jefferson, KY",60841430,62314592,62385959
21113,"Jessamine, KY",2086881,2173568,2291800
21115,"Johnson, KY",433360,464262,481989
21117,"Kenton, KY",9209271,9508200,9707993
21119,"Knott, KY",202159,212101,212911
21121,"Knox, KY",625175,658409,658927
21123,"Larue, KY",224281,228353,235815
21125,"Laurel, KY",2226604,2274381,2327671
21127,"Lawrence, KY",370374,412081,413007
21129,"Lee, KY",124373,127592,125669
21131,"Leslie, KY",147685,157239,149748
21133,"Letcher, KY",391452,430765,411838
21135,"Lewis, KY",196926,187370,187753
21137,"Lincoln, KY",439197,449171,461810
21139,"Livingston, KY",305520,324059,367750
21141,"Logan, KY",1067233,1142256,1120605
21143,"Lyon, KY",238688,245572,254930
21145,"McCracken, KY",4966264,5202753,5332962
21147,"McCreary, KY",251843,261480,268728
21149,"McLean, KY",252695,231058,261932
21151,"Madison, KY",3224756,3343843,3524543
21153,"Magoffin, KY",146676,158874,164783
21155,"Marion, KY",962388,983934,1000877
21157,"Marshall, KY",1359593,1380190,1359867
21159,"Martin, KY",187899,209167,226489
21161,"Mason, KY",1250520,1212849,1212944
21163,"Meade, KY",608485,652424,796954
21165,"Menifee, KY",89027,87321,87689
21167,"Mercer, KY",893522,877203,899507
21169,"Metcalfe, KY",196269,195000,205247
21171,"Monroe, KY",320663,307265,341746
21173,"Montgomery, KY",1106228,1075317,1087640
21175,"Morgan, KY",272417,280894,294652
21177,"Muhlenberg, KY",1120326,1142781,1189019
21179,"Nelson, KY",1773323,1809132,1868288
21181,"Nicholas, KY",93034,95227,99431
21183,"Ohio, KY",829921,837119,839634
21185,"Oldham, KY",2051687,2155588,2346031
21187,"Owen, KY",173741,190593,201321
21189,"Owsley, KY",51737,52904,54014
21191,"Pendleton, KY",292723,302947,301494
21193,"Perry, KY",978626,999949,994110
21195,"Pike, KY",1951594,2054914,2049587
21197,"Powell, KY",235805,239766,249979
21199,"Pulaski, KY",2275078,2332005,2375168
21201,"Robertson, KY",31416,29613,31733
21203,"Rockcastle, KY",343686,365066,358213
21205,"Rowan, KY",780127,809722,834573
21207,"Russell, KY",754067,791861,844947
21209,"Scott, KY",3743880,3743070,3988567
21211,"Shelby, KY",1715225,1789704,1882166
21213,"Simpson, KY",978520,1044653,988081
21215,"Spencer, KY",309209,333111,342980
21217,"Taylor, KY",846552,878111,892865
21219,"Todd, KY",402672,418426,428496
21221,"Trigg, KY",294491,304235,354607
21223,"Trimble, KY",642146,498329,568508
21225,"Union, KY",749177,889714,792647
21227,"Warren, KY",7820580,8359490,8900029
21229,"Washington, KY",348300,365432,381999
21231,"Wayne, KY",426645,411541,418337
21233,"Webster, KY",382608,357565,405923
21235,"Whitley, KY",1118521,1180817,1220015
21237,"Wolfe, KY",114480,115566,120497
21239,"Woodford, KY",1163256,1168890,1229132
22001,"Acadia, LA",1467213,1555587,1594380
22003,"Allen, LA",703120,760401,817883
22005,"Ascension, LA",9222491,9332755,9996326
22007,"Assumption, LA",503736,542506,561760
22009,"Avoyelles, LA",881980,905435,904965
22011,"Beauregard, LA",1384085,1516062,1539178
22013,"Bienville, LA",579656,678749,676762
22015,"Bossier, LA",5471135,5899727,6085253
22017,"Caddo, LA",13473608,14205355,14300751
22019,"Calcasieu, LA",13446605,13684378,13981745
22021,"Caldwell, LA",177587,189189,189628
22023,"Cameron, LA",821076,740632,822014
22025,"Catahoula, LA",165931,170910,180168
22027,"Claiborne, LA",380492,389972,434607
22029,"Concordia, LA",581696,550333,556360
22031,"De Soto, LA",2111789,2893391,2597887
22033,"East Baton Rouge, LA",34783734,35494782,37162731
22035,"East Carroll, LA",137491,133470,120353
22037,"East Feliciana, LA",466473,507797,527575
22039,"Evangeline, LA",842934,891126,913208
22041,"Franklin, LA",434911,503416,471126
22043,"Grant, LA",452736,410673,430062
22045,"Iberia, LA",2744354,2938696,3077847
22047,"Iberville, LA",2219012,2552558,2669510
22049,"Jackson, LA",441683,434797,470127
22051,"Jefferson, LA",24234619,24257089,24636957
22053,"Jefferson Davis, LA",762150,795633,816045
22055,"Lafayette, LA",14969384,15555916,15969890
22057,"Lafourche, LA",4003924,4762220,4889276
22059,"LaSalle, LA",435663,473292,499944
22061,"Lincoln, LA",1989532,2075479,2145688
22063,"Livingston, LA",3237384,3201329,3227527
22065,"Madison, LA",328756,344633,345766
22067,"Morehouse, LA",519467,555999,575154
22069,"Natchitoches, LA",1562756,1511906,1506279
22071,"Orleans, LA",23764905,23830306,24053678
22073,"Ouachita, LA",7082512,7200193,7376144
22075,"Plaquemines, LA",2452981,2697600,3085492
22077,"Pointe Coupee, LA",800893,810342,824824
22079,"Rapides, LA",5532650,5675300,5714736
22081,"Red River, LA",627968,847358,882051
22083,"Richland, LA",647306,701683,693025
22085,"Sabine, LA",919507,1096499,1044160
22087,"St. Bernard, LA",1169039,1192193,1284662
22089,"St. Charles, LA",8277135,8578557,9420571
22091,"St. Helena, LA",193461,197831,201677
22093,"St. James, LA",2284181,2416386,2598255
22095,"St. John the Baptist, LA",2661187,2759426,3071000
22097,"St. Landry, LA",2297752,2375071,2427958
22099,"St. Martin, LA",1351374,1495419,1528505
22101,"St. Mary, LA",2762136,2950176,2875505
22103,"St. Tammany, LA",12670344,13048850,13329021
22105,"Tangipahoa, LA",4531279,4649162,4845782
22107,"Tensas, LA",109101,120844,121319
22109,"Terrebonne, LA",5214975,5606336,5789729
22111,"Union, LA",510052,519196,588225
22113,"Vermilion, LA",1335113,1403034,1533180
22115,"Vernon, LA",2069682,2086194,2131726
22117,"Washington, LA",1065847,1098649,1343795
22119,"Webster, LA",1115943,1185734,1203749
22121,"West Baton Rouge, LA",1482096,1587994,1697945
22123,"West Carroll, LA",172156,183472,177316
22125,"West Feliciana, LA",966191,853700,973966
22127,"Winn, LA",508730,536414,541300
23001,"Androscoggin, ME",5139460,5362336,5507053
23003,"Aroostook, ME",2611685,2671216,2819143
23005,"Cumberland, ME",25734709,26783757,27597164
23007,"Franklin, ME",1150477,1136083,1153285
23009,"Hancock, ME",2695429,2810239,2866426
23011,"Kennebec, ME",6295328,6389248,6698949
23013,"Knox, ME",1984921,2030683,2046787
23015,"Lincoln, ME",1326052,1383101,1396304
23017,"Oxford, ME",1855525,1949439,1970737
23019,"Penobscot, ME",7108257,7303301,7530721
23021,"Piscataquis, ME",621404,617323,582242
23023,"Sagadahoc, ME",2257269,2435027,2541756
23025,"Somerset, ME",1776023,1844950,1882232
23027,"Waldo, ME",1559570,1532040,1529899
23029,"Washington, ME",1099551,1137259,1136562
23031,"York, ME",9688303,10160501,10538145
24001,"Allegany, MD",2754965,2697964,2748469
24003,"Anne Arundel, MD",51975996,53365763,55635123
24005,"Baltimore, MD",56176347,56060575,57707206
